"STATION","DATE","REPORT_TYPE","SOURCE","AWND","BackupDirection","BackupDistance","BackupDistanceUnit","BackupElements","BackupElevation","BackupElevationUnit","BackupEquipment","BackupLatitude","BackupLongitude","BackupName","CDSD","CLDD","DSNW","DailyAverageDewPointTemperature","DailyAverageDryBulbTemperature","DailyAverageRelativeHumidity","DailyAverageSeaLevelPressure","DailyAverageStationPressure","DailyAverageWetBulbTemperature","DailyAverageWindSpeed","DailyCoolingDegreeDays","DailyDepartureFromNormalAverageTemperature","DailyHeatingDegreeDays","DailyMaximumDryBulbTemperature","DailyMinimumDryBulbTemperature","DailyPeakWindDirection","DailyPeakWindSpeed","DailyPrecipitation","DailySnowDepth","DailySnowfall","DailySustainedWindDirection","DailySustainedWindSpeed","DailyWeather","HDSD","HTDD","HeavyFog","HourlyAltimeterSetting","HourlyDewPointTemperature","HourlyDryBulbTemperature","HourlyPrecipitation","HourlyPresentWeatherType","HourlyPressureChange","HourlyPressureTendency","HourlyRelativeHumidity","HourlySeaLevelPressure","HourlySkyConditions","HourlyStationPressure","HourlyVisibility","HourlyWetBulbTemperature","HourlyWindDirection","HourlyWindGustSpeed","HourlyWindSpeed","MonthlyAverageRH","MonthlyDaysWithGT001Precip","MonthlyDaysWithGT010Precip","MonthlyDaysWithGT32Temp","MonthlyDaysWithGT90Temp","MonthlyDaysWithLT0Temp","MonthlyDaysWithLT32Temp","MonthlyDepartureFromNormalAverageTemperature","MonthlyDepartureFromNormalCoolingDegreeDays","MonthlyDepartureFromNormalHeatingDegreeDays","MonthlyDepartureFromNormalMaximumTemperature","MonthlyDepartureFromNormalMinimumTemperature","MonthlyDepartureFromNormalPrecipitation","MonthlyDewpointTemperature","MonthlyGreatestPrecip","MonthlyGreatestPrecipDate","MonthlyGreatestSnowDepth","MonthlyGreatestSnowDepthDate","MonthlyGreatestSnowfall","MonthlyGreatestSnowfallDate","MonthlyMaxSeaLevelPressureValue","MonthlyMaxSeaLevelPressureValueDate","MonthlyMaxSeaLevelPressureValueTime","MonthlyMaximumTemperature","MonthlyMeanTemperature","MonthlyMinSeaLevelPressureValue","MonthlyMinSeaLevelPressureValueDate","MonthlyMinSeaLevelPressureValueTime","MonthlyMinimumTemperature","MonthlySeaLevelPressure","MonthlyStationPressure","MonthlyTotalLiquidPrecipitation","MonthlyTotalSnowfall","MonthlyWetBulb","NormalsCoolingDegreeDay","NormalsHeatingDegreeDay","REM","REPORT_TYPE","SOURCE","ShortDurationEndDate005","ShortDurationEndDate010","ShortDurationEndDate015","ShortDurationEndDate020","ShortDurationEndDate030","ShortDurationEndDate045","ShortDurationEndDate060","ShortDurationEndDate080","ShortDurationEndDate100","ShortDurationEndDate120","ShortDurationEndDate150","ShortDurationEndDate180","ShortDurationPrecipitationValue005","ShortDurationPrecipitationValue010","ShortDurationPrecipitationValue015","ShortDurationPrecipitationValue020","ShortDurationPrecipitationValue030","ShortDurationPrecipitationValue045","ShortDurationPrecipitationValue060","ShortDurationPrecipitationValue080","ShortDurationPrecipitationValue100","ShortDurationPrecipitationValue120","ShortDurationPrecipitationValue150","ShortDurationPrecipitationValue180","Sunrise","Sunset","TStorms","WindEquipmentChangeDate"
"72793024233","2017-12-09T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","29","32","0.00",,,,"88","30.46","SCT:04 250","29.96","10.00","31","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10112/09/17 01:53:02 METAR KSEA 090953Z 00000KT 10SM SCT250 00/M02 A3043 RMK AO2 SLP314 T00001017 $ (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T02:23:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.44","31","32",,"FG:2 |FG |",,,"96",,"BKN:07 1","29.97","0.50","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11112/09/17 02:23:02 SPECI KSEA 091023Z 00000KT 1/2SM R16L/P6000FT FG BKN001 00/M01 A3044 RMK AO2 T00001006 $ (LC)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T02:44:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.44","32","33",,"FG:2 |FG |",,,"96",,"VV:09 1","29.97","0.25","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12312/09/17 02:44:02 SPECI KSEA 091044Z 00000KT 1/4SM R16L/0800V1800FT FG VV001 01/00 A3044 RMK AO2 TWR VIS 7 T00060000 $ (LC)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T02:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.44","32","32","0.00","FG:2 |FG |",,,"100","30.47","VV:09 1","29.97","0.25","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13012/09/17 02:53:02 METAR KSEA 091053Z 00000KT 1/4SM R16L/0800V1000FT FG VV001 00/00 A3044 RMK AO2 TWR VIS 7 SLP317 T00000000 $ (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T03:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","34","34",,"FG:2 |FG s |",,,"100",,"VV:09 1","29.96","0.12","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11812/09/17 03:51:02 SPECI KSEA 091151Z 00000KT 1/8SM R16L/0500V0700FT FG VV001 01/01 A3043 RMK AO2 TWR VIS 7 $ FIBI (LC)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T03:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","34","34","0.00","FG:2 |FG s |","-0.00","0","100","30.46","VV:09 1","29.96","0.12","34","140",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET14812/09/17 03:53:02 METAR KSEA 091153Z 14003KT 1/8SM R16L/0500V0700FT FG VV001 01/01 A3043 RMK AO2 TWR VIS 7 SLP316 T00110011 10033 21006 50001 $ (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T04:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","34",,"||FG","0.00","9","100","30.46","1","29.94","0.12","34","140",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08672793 31002 91403 10011 20011 30140 40316 50001 741// 91153 333 10061 21006 555 90912=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T04:17:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","33","33",,"FG:2 |FG s |",,,"100",,"VV:09 1","29.95","0.12","33","140",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12412/09/17 04:17:02 SPECI KSEA 091217Z 14005KT 1/8SM R16L/1600VP6000FT FG VV001 01/01 A3042 RMK AO2 TWR VIS 7 T00060006 $ (LC)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T04:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","30","30",,"BR:1 ||",,,"100",,"SCT:04 1 BKN:07 250","29.96","5.00","30","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11612/09/17 04:51:02 SPECI KSEA 091251Z 00000KT 5SM R16L/2400V3500FT BR SCT001 BKN250 M01/M01 A3043 RMK AO2 $ FIBI (LC)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T04:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","31","31","0.00","BR:1 ||",,,"100","30.46","SCT:04 1 BKN:07 230","29.96","5.00","31","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13712/09/17 04:53:02 METAR KSEA 091253Z 00000KT 5SM R16L/2400VP6000FT BR SCT001 BKN230 M01/M01 A3043 RMK AO2 SLP315 VIS W 1 T10061006 $ (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T05:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","30","31","0.00","BR:1 ||",,,"96","30.46","FEW:02 1 BKN:07 250","29.96","2.50","31","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13312/09/17 05:53:02 METAR KSEA 091353Z 00000KT 2 1/2SM R16L/1600VP6000FT BR FEW001 BKN250 M01/M01 A3043 RMK AO2 SLP315 T10061011 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T06:07:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","30","30",,"BC:3 FG:2 |FG |",,,"100",,"FEW:02 1 BKN:07 250","29.95","3.00","30","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12412/09/17 06:07:02 SPECI KSEA 091407Z 00000KT 3SM R16L/2200VP6000FT BCFG FEW001 BKN250 M01/M01 A3042 RMK AO2 T10111011 $ (TL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T06:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.41","31","32","0.00",,"+0.02","8","96","30.45","FEW:02 1 SCT:04 250","29.94","10.00","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11412/09/17 06:53:02 METAR KSEA 091453Z 00000KT 10SM FEW001 SCT250 00/M01 A3041 RMK AO2 SLP310 T00001006 58006 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T07:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.40","28","30","0.00",,,,"92","30.43","FEW:02 1 SCT:04 250","29.93","8.00","29","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10812/09/17 07:53:02 METAR KSEA 091553Z 00000KT 8SM FEW001 SCT250 M01/M02 A3040 RMK AO2 SLP306 T10111022 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T08:42:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","31","32",,"FG:2 |FG |",,,"96",,"BKN:07 1","29.95","0.50","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11612/09/17 08:42:02 SPECI KSEA 091642Z 00000KT 1/2SM R16L/0800VP6000FT FG BKN001 00/M01 A3042 RMK AO2 T00001006 $ (TL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T08:50:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","32","32",,"FG:2 |FG |",,,"100",,"BKN:07 1","29.96","0.50","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10412/09/17 08:50:02 SPECI KSEA 091650Z 00000KT 1/2SM R16L/0600V2000FT FG BKN001 00/00 A3043 RMK AO2 $ (TL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T08:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","32","32",,"FG:2 |FG s |",,,"100",,"BKN:07 1","29.95","0.12","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10912/09/17 08:51:02 SPECI KSEA 091651Z 00000KT 1/8SM R16L/0600V2000FT FG BKN001 00/00 A3042 RMK AO2 $ FIBI (TL)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T08:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","32","32","0.00","FG:2 |FG s |",,,"100","30.45","VV:09 1","29.95","0.12","32","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12012/09/17 08:53:02 METAR KSEA 091653Z 00000KT 1/8SM R16L/0600V2000FT FG VV001 00/00 A3042 RMK AO2 SLP313 T00000000 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T09:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","34","34","0.00","FG:2 |FG s |","-0.03","1","100","30.46","VV:09 1","29.96","0.12","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET13812/09/17 09:53:02 METAR KSEA 091753Z 00000KT 1/8SM R16L/0400V0500FT FG VV001 01/01 A3043 RMK AO2 SLP316 T00110011 10011 21017 51010 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T10:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"34","34",,"||FG","-0.03","1","100","30.46","1","29.94","0.12","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08672793 31002 90000 10011 20011 30140 40316 51010 741// 91753 333 10033 21017 555 90918=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T10:18:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","35","35",,"FG:2 |FG |",,,"100",,"BKN:07 1","29.96","0.50","35","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11412/09/17 10:18:02 SPECI KSEA 091818Z 00000KT 1/2SM R16L/0500V0600FT FG BKN001 02/02 A3043 RMK AO2 T00170017 $ (TL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T10:27:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","34","35",,"BC:3 FG:2 |FG |",,,"96",,"SCT:04 1","29.96","0.75","35","160",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11712/09/17 10:27:02 SPECI KSEA 091827Z 16004KT 3/4SM R16L/0500VP6000FT BCFG SCT001 02/01 A3043 RMK AO2 T00170011 $ (TL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T10:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","35","35","0.00","BC:3 FG:2 |FG |",,,"100","30.45","SCT:04 1","29.95","0.75","35","150",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12412/09/17 10:53:02 METAR KSEA 091853Z 15004KT 3/4SM R16L/1600VP6000FT BCFG SCT001 02/02 A3042 RMK AO2 SLP313 T00170017 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T11:13:00","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","36","36",,"BC:3 FG:2 |FG |",,,"100",,"FEW:02 1","29.95","1.25","36","200",,"6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10112/09/17 11:13:02 SPECI KSEA 091913Z 20005KT 1 1/4SM BCFG FEW001 02/02 A3042 RMK AO2 T00220022 $ (TL)","FM-16","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T11:51:00","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","37","37",,"BC:3 FG:2 |FG |",,,"100",,"FEW:02 1 SCT:04 250","29.95","3.00","37","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11712/09/17 11:51:02 SPECI KSEA 091951Z 00000KT 3SM R16L/2000VP6000FT BCFG FEW001 SCT250 03/03 A3042 RMK AO2 $ FIBI (TL)","FM-16","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T11:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","37","38","0.00","BC:3 FG:2 |FG |",,,"97","30.45","FEW:02 1 SCT:04 250","29.95","3.00","38","210",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET12912/09/17 11:53:02 METAR KSEA 091953Z 21003KT 3SM R16L/2000VP6000FT BCFG FEW001 SCT250 03/03 A3042 RMK AO2 SLP311 T00330028 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T12:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.41","37","40","0.00","BR:1 ||","+0.03","8","89","30.44","FEW:02 2 SCT:04 250","29.94","3.00","39","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11512/09/17 12:53:02 METAR KSEA 092053Z 00000KT 3SM BR FEW002 SCT250 04/03 A3041 RMK AO2 SLP307 T00440028 58009 $ (TL)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T13:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.39","37","43","0.00",,,,"80","30.42","FEW:02 2 SCT:04 250","29.92","7.00","40","170",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10612/09/17 13:53:02 METAR KSEA 092153Z 17003KT 7SM FEW002 SCT250 06/03 A3039 RMK AO2 SLP300 T00610028 $ (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T14:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.39","38","43","0.00",,,,"82","30.42","SCT:04 250","29.92","10.00","41","280",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/09/17 14:53:02 METAR KSEA 092253Z 28003KT 10SM SCT250 06/03 A3039 RMK AO2 SLP300 T00610033 $ (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T15:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.39","36","41","0.00",,"+0.01","5","82","30.42","BKN:07 250","29.92","10.00","39","260",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11812/09/17 15:53:02 METAR KSEA 092353Z 26003KT 10SM BKN250 05/02 A3039 RMK AO2 SLP301 T00500022 10067 20011 55005 $ (JC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T16:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36","41",,,"+0.01","5","82","30.42",,"29.90","9.94","39","260",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32966 62603 10050 20022 30126 40301 55005 92353 333 10067 21005 555 91000=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T16:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.39","35","40","0.00",,,,"83","30.42","BKN:07 250","29.92","7.00","38","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09412/09/17 16:53:01 METAR KSEA 100053Z 00000KT 7SM BKN250 04/02 A3039 RMK AO2 SLP303 T00440017 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T17:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.39","35","40","0.00",,,,"83","30.42","BKN:07 250","29.92","7.00","38","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09412/09/17 17:53:01 METAR KSEA 100153Z 00000KT 7SM BKN250 04/02 A3039 RMK AO2 SLP302 T00440017 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T18:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.40","34","38","0.00",,"-0.01","3","86","30.43","BKN:07 250","29.93","7.00","36","200",,"5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10012/09/17 18:53:02 METAR KSEA 100253Z 20004KT 7SM BKN250 03/01 A3040 RMK AO2 SLP304 T00330011 53002 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T19:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.41","35","36","0.00","BC:3 FG:2 |FG |",,,"97","30.44","BKN:07 250","29.94","7.00","36","150",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11712/09/17 19:53:02 METAR KSEA 100353Z 15003KT 7SM R16L/5000VP6000FT BCFG BKN250 02/02 A3041 RMK AO2 SLP307 T00220017 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T20:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.41","34","37","0.00",,,,"89","30.44","OVC:08 230","29.94","8.00","36","130",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09412/09/17 20:53:02 METAR KSEA 100453Z 13006KT 8SM OVC230 03/01 A3041 RMK AO2 SLP308 T00280011 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T21:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","27","41","0.00",,"-0.02","3","57","30.45","BKN:07 230","29.95","8.00","36","110",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET11312/09/17 21:53:02 METAR KSEA 100553Z 11006KT 8SM BKN230 05/M03 A3042 RMK AO2 SLP310 T00501028 10050 20017 53007 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T22:00:00","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27","41",,,"-0.02","3","57","30.45",,"29.93","7.46","36","110",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SYN08072793 32962 61106 10050 21028 30136 40310 53007 90553 333 10050 21005 555 91006=","FM-12","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T22:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","27","39","0.00",,,,"62","30.45","BKN:07 230","29.95","10.00","34","140",,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET09612/09/17 22:53:02 METAR KSEA 100653Z 14003KT 10SM BKN230 04/M03 A3042 RMK AO2 SLP310 T00391028 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T23:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","27","38","0.00",,,,"65","30.45","OVC:08 230","29.96","10.00","34","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10612/09/17 23:53:02 METAR KSEA 100753Z 00000KT 10SM OVC230 03/M03 A3043 RMK AO2 SLP313 T00331028 400671017 $","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-09T23:59:00","SOD  ","6",,,,,,,,,,,,,,,"33","37","88","30.44","29.94","35","2.0","0","-3.9","28","44","29","120","14","0.00","0","0.0","110","12","FG BR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SOD73024 HR PRECIPITATION (IN):0.00  24 HR MAX TEMP (F):44 24 HR MAX TEMP TIME (LST):1452 24 HR MIN TEMP (F):29 24 HR MIN TEMP TIME (LST):0808 AVERAGE STATION PRESSURE:29.940 MINIMUM SEA LEVEL PRESSURE:30.41 TIME OF OCCURRENCE:1622 PEAK WIND SPEED (MPH):14  PEAK WIND DIR (DEG):120 PEAK WIND TIME (LST):2303  FASTEST 2MIN SPEED (MPH):12 FASTEST 2MIN DIR (DEG):110 FASTEST 2MIN TIME (LST):2203 AVERAGE WIND SPEED (MPH):2.0  24 HR AVG TEMP (F):37 HEATING DEGREE DAYS:28  COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):44  LATEST NIGHT MIN TEMP(1900-0800 LST):29 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","SOD  ","6",,,,,,,,,,,,,,,,,,,,,,,,,"0745","1618",,"2007-05-17"
"72793024233","2017-12-10T00:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.43","27","37","0.00",,"-0.01","3","67","30.46","OVC:08 230","29.96","10.00","33","000",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10712/10/17 00:53:02 METAR KSEA 100853Z 00000KT 10SM OVC230 03/M03 A3043 RMK AO2 SLP314 T00281028 53004 $ (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
"72793024233","2017-12-10T01:53:00","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.42","30","38","0.00",,,,"73","30.45","OVC:08 210","29.95","10.00","35","140",,"7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MET10112/10/17 01:53:02 METAR KSEA 100953Z 14006KT 10SM OVC210 03/M01 A3042 RMK AO2 SLP310 T00331011 $ (LC)","FM-15","7",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2007-05-17"
