"YEAR","QUARTER","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","FL_DATE","OP_UNIQUE_CARRIER","ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","ORIGIN_CITY_NAME","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID","DEST","DEST_CITY_NAME","CRS_DEP_TIME","DEP_TIME","DEP_DELAY","DEP_DELAY_NEW","DEP_DEL15","CANCELLED","DIVERTED","AIR_TIME","DISTANCE","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2018,4,11,1,4,2018-11-01,"WN",10713,1071302,30713,"BOI","Boise, ID",11884,1188402,31884,"GEG","Spokane, WA","1915","1916",1.00,1.00,0.00,0.00,0.00,49.00,287.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",10821,1082106,30852,"BWI","Baltimore, MD",14747,1474703,30559,"SEA","Seattle, WA","1335","1332",-3.00,0.00,0.00,0.00,0.00,322.00,2335.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11259,1125903,30194,"DAL","Dallas, TX",14747,1474703,30559,"SEA","Seattle, WA","0925","0923",-2.00,0.00,0.00,0.00,0.00,262.00,1670.00,0.00,0.00,25.00,0.00,0.00,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",11884,1188402,31884,"GEG","Spokane, WA","2215","2236",21.00,21.00,1.00,0.00,0.00,127.00,836.00,11.00,0.00,3.00,0.00,10.00,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",11884,1188402,31884,"GEG","Spokane, WA","0815","0812",-3.00,0.00,0.00,0.00,0.00,130.00,836.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","1125","1135",10.00,10.00,0.00,0.00,0.00,173.00,1024.00,10.00,0.00,9.00,0.00,0.00,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","1305","1308",3.00,3.00,0.00,0.00,0.00,165.00,1024.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","1720","1728",8.00,8.00,0.00,0.00,0.00,165.00,1024.00,8.00,0.00,9.00,0.00,0.00,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","0815","0833",18.00,18.00,1.00,0.00,0.00,163.00,1024.00,3.00,0.00,0.00,0.00,13.00,
2018,4,11,1,4,2018-11-01,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","2155","2159",4.00,4.00,0.00,0.00,0.00,154.00,1024.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",10713,1071302,30713,"BOI","Boise, ID","1950","1944",-6.00,0.00,0.00,0.00,0.00,37.00,287.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",11292,1129202,30325,"DEN","Denver, CO","1335","1342",7.00,7.00,0.00,0.00,0.00,102.00,836.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",11292,1129202,30325,"DEN","Denver, CO","0625","0622",-3.00,0.00,0.00,0.00,0.00,97.00,836.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",12889,1288903,32211,"LAS","Las Vegas, NV","0720","0716",-4.00,0.00,0.00,0.00,0.00,97.00,806.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",12889,1288903,32211,"LAS","Las Vegas, NV","1700","1747",47.00,47.00,1.00,0.00,0.00,98.00,806.00,0.00,0.00,0.00,0.00,22.00,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",13796,1379608,32457,"OAK","Oakland, CA","0545","0542",-3.00,0.00,0.00,0.00,0.00,94.00,723.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",13796,1379608,32457,"OAK","Oakland, CA","1635","1648",13.00,13.00,0.00,0.00,0.00,98.00,723.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",14107,1410702,30466,"PHX","Phoenix, AZ","1125","1147",22.00,22.00,1.00,0.00,0.00,114.00,1020.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",14831,1483106,32457,"SJC","San Jose, CA","1250","1252",2.00,2.00,0.00,0.00,0.00,98.00,742.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",11884,1188402,31884,"GEG","Spokane, WA",14893,1489302,33192,"SMF","Sacramento, CA","1015","1011",-4.00,0.00,0.00,0.00,0.00,83.00,649.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",11884,1188402,31884,"GEG","Spokane, WA","0955","0953",-2.00,0.00,0.00,0.00,0.00,130.00,806.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",11884,1188402,31884,"GEG","Spokane, WA","2150","2145",-5.00,0.00,0.00,0.00,0.00,132.00,806.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",14747,1474703,30559,"SEA","Seattle, WA","1950","1952",2.00,2.00,0.00,0.00,0.00,156.00,867.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",14747,1474703,30559,"SEA","Seattle, WA","0800","0758",-2.00,0.00,0.00,0.00,0.00,151.00,867.00,,,,,,
2018,4,11,1,4,2018-11-01,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",14747,1474703,30559,"SEA","Seattle, WA","1255","1347",52.00,52.00,1.00,0.00,0.00,143.00,867.00,16.00,0.00,0.00,0.00,34.00,
2018,4,11,21,3,2018-11-21,"WN",14893,1489302,33192,"SMF","Sacramento, CA",11884,1188402,31884,"GEG","Spokane, WA","0830","0837",7.00,7.00,0.00,0.00,0.00,76.00,649.00,,,,,,
2018,4,11,21,3,2018-11-21,"WN",14893,1489302,33192,"SMF","Sacramento, CA",11884,1188402,31884,"GEG","Spokane, WA","1820","1834",14.00,14.00,0.00,0.00,0.00,76.00,649.00,,,,,,
2018,4,11,21,3,2018-11-21,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","1705","1709",4.00,4.00,0.00,0.00,0.00,87.00,605.00,,,,,,
2018,4,11,21,3,2018-11-21,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","0535","0532",-3.00,0.00,0.00,0.00,0.00,78.00,605.00,,,,,,
2018,4,11,21,3,2018-11-21,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","1000","1032",32.00,32.00,1.00,0.00,0.00,79.00,605.00,6.00,0.00,0.00,0.00,10.00,
2018,4,11,21,3,2018-11-21,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","2140","2316",96.00,96.00,1.00,0.00,0.00,79.00,605.00,1.00,0.00,0.00,0.00,74.00,
2018,4,11,21,3,2018-11-21,"WN",15016,1501606,31123,"STL","St. Louis, MO",14747,1474703,30559,"SEA","Seattle, WA","1345","1414",29.00,29.00,1.00,0.00,0.00,233.00,1709.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",10713,1071302,30713,"BOI","Boise, ID",11884,1188402,31884,"GEG","Spokane, WA","0700","0659",-1.00,0.00,0.00,0.00,0.00,46.00,287.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",10821,1082106,30852,"BWI","Baltimore, MD",14747,1474703,30559,"SEA","Seattle, WA","1345","1343",-2.00,0.00,0.00,0.00,0.00,309.00,2335.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11259,1125903,30194,"DAL","Dallas, TX",14747,1474703,30559,"SEA","Seattle, WA","1450","1456",6.00,6.00,0.00,0.00,0.00,223.00,1670.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11292,1129202,30325,"DEN","Denver, CO",11884,1188402,31884,"GEG","Spokane, WA","0820","0837",17.00,17.00,1.00,0.00,0.00,113.00,836.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","0815","0810",-5.00,0.00,0.00,0.00,0.00,143.00,1024.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","1255","1256",1.00,1.00,0.00,0.00,0.00,143.00,1024.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",10713,1071302,30713,"BOI","Boise, ID","0715","0710",-5.00,0.00,0.00,0.00,0.00,45.00,287.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",11292,1129202,30325,"DEN","Denver, CO","0615","0613",-2.00,0.00,0.00,0.00,0.00,110.00,836.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",12889,1288903,32211,"LAS","Las Vegas, NV","0600","0552",-8.00,0.00,0.00,0.00,0.00,119.00,806.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",13796,1379608,32457,"OAK","Oakland, CA","0505","0500",-5.00,0.00,0.00,0.00,0.00,106.00,723.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",14107,1410702,30466,"PHX","Phoenix, AZ","1315","1308",-7.00,0.00,0.00,0.00,0.00,138.00,1020.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",14831,1483106,32457,"SJC","San Jose, CA","1020","1019",-1.00,0.00,0.00,0.00,0.00,106.00,742.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",11884,1188402,31884,"GEG","Spokane, WA",14893,1489302,33192,"SMF","Sacramento, CA","0750","0746",-4.00,0.00,0.00,0.00,0.00,91.00,649.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",11884,1188402,31884,"GEG","Spokane, WA","1410","1408",-2.00,0.00,0.00,0.00,0.00,110.00,806.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",14747,1474703,30559,"SEA","Seattle, WA","1010","1022",12.00,12.00,0.00,0.00,0.00,138.00,867.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",13198,1319801,33198,"MCI","Kansas City, MO",14747,1474703,30559,"SEA","Seattle, WA","1040","1034",-6.00,0.00,0.00,0.00,0.00,204.00,1489.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",13232,1323202,30977,"MDW","Chicago, IL",14747,1474703,30559,"SEA","Seattle, WA","0845","0844",-1.00,0.00,0.00,0.00,0.00,238.00,1733.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",13796,1379608,32457,"OAK","Oakland, CA",11884,1188402,31884,"GEG","Spokane, WA","1030","1026",-4.00,0.00,0.00,0.00,0.00,94.00,723.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","0635","0632",-3.00,0.00,0.00,0.00,0.00,93.00,672.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","1425","1425",0.00,0.00,0.00,0.00,0.00,106.00,672.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","1030","1036",6.00,6.00,0.00,0.00,0.00,100.00,672.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",11884,1188402,31884,"GEG","Spokane, WA","1305","1314",9.00,9.00,0.00,0.00,0.00,134.00,1020.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",14747,1474703,30559,"SEA","Seattle, WA","1620","1616",-4.00,0.00,0.00,0.00,0.00,163.00,1107.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",14747,1474703,30559,"SEA","Seattle, WA","1235","1240",5.00,5.00,0.00,0.00,0.00,157.00,1107.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14679,1467903,33570,"SAN","San Diego, CA",14747,1474703,30559,"SEA","Seattle, WA","0745","0744",-1.00,0.00,0.00,0.00,0.00,146.00,1050.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",10821,1082106,30852,"BWI","Baltimore, MD","0635","0631",-4.00,0.00,0.00,0.00,0.00,269.00,2335.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",11259,1125903,30194,"DAL","Dallas, TX","1345","1345",0.00,0.00,0.00,0.00,0.00,192.00,1670.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",11292,1129202,30325,"DEN","Denver, CO","1015","1012",-3.00,0.00,0.00,0.00,0.00,127.00,1024.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",11292,1129202,30325,"DEN","Denver, CO","0550","0547",-3.00,0.00,0.00,0.00,0.00,129.00,1024.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",12889,1288903,32211,"LAS","Las Vegas, NV","1100","1055",-5.00,0.00,0.00,0.00,0.00,117.00,867.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",13198,1319801,33198,"MCI","Kansas City, MO","0800","0801",1.00,1.00,0.00,0.00,0.00,178.00,1489.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",13232,1323202,30977,"MDW","Chicago, IL","0650","0647",-3.00,0.00,0.00,0.00,0.00,207.00,1733.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",13796,1379608,32457,"OAK","Oakland, CA","0510","0510",0.00,0.00,0.00,0.00,0.00,105.00,672.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",13796,1379608,32457,"OAK","Oakland, CA","0920","0913",-7.00,0.00,0.00,0.00,0.00,97.00,672.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",13796,1379608,32457,"OAK","Oakland, CA","1130","1127",-3.00,0.00,0.00,0.00,0.00,97.00,672.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14107,1410702,30466,"PHX","Phoenix, AZ","0540","0538",-2.00,0.00,0.00,0.00,0.00,143.00,1107.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14107,1410702,30466,"PHX","Phoenix, AZ","1330","1330",0.00,0.00,0.00,0.00,0.00,137.00,1107.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14679,1467903,33570,"SAN","San Diego, CA","1330","1327",-3.00,0.00,0.00,0.00,0.00,131.00,1050.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14831,1483106,32457,"SJC","San Jose, CA","0710","0702",-8.00,0.00,0.00,0.00,0.00,101.00,696.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14831,1483106,32457,"SJC","San Jose, CA","1225","1227",2.00,2.00,0.00,0.00,0.00,97.00,696.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14893,1489302,33192,"SMF","Sacramento, CA","0850","0850",0.00,0.00,0.00,0.00,0.00,82.00,605.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14893,1489302,33192,"SMF","Sacramento, CA","1315","1320",5.00,5.00,0.00,0.00,0.00,81.00,605.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",14893,1489302,33192,"SMF","Sacramento, CA","0600","0556",-4.00,0.00,0.00,0.00,0.00,80.00,605.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14747,1474703,30559,"SEA","Seattle, WA",15016,1501606,31123,"STL","St. Louis, MO","0920","0919",-1.00,0.00,0.00,0.00,0.00,203.00,1709.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14831,1483106,32457,"SJC","San Jose, CA",11884,1188402,31884,"GEG","Spokane, WA","1425","1440",15.00,15.00,1.00,0.00,0.00,95.00,742.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14831,1483106,32457,"SJC","San Jose, CA",14747,1474703,30559,"SEA","Seattle, WA","1200","1211",11.00,11.00,0.00,0.00,0.00,103.00,696.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14831,1483106,32457,"SJC","San Jose, CA",14747,1474703,30559,"SEA","Seattle, WA","0730","0728",-2.00,0.00,0.00,0.00,0.00,101.00,696.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14893,1489302,33192,"SMF","Sacramento, CA",11884,1188402,31884,"GEG","Spokane, WA","1415","1424",9.00,9.00,0.00,0.00,0.00,87.00,649.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","1445","1440",-5.00,0.00,0.00,0.00,0.00,99.00,605.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","1045","1043",-2.00,0.00,0.00,0.00,0.00,92.00,605.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",14893,1489302,33192,"SMF","Sacramento, CA",14747,1474703,30559,"SEA","Seattle, WA","0630","0629",-1.00,0.00,0.00,0.00,0.00,91.00,605.00,,,,,,
2018,4,11,22,4,2018-11-22,"WN",15016,1501606,31123,"STL","St. Louis, MO",14747,1474703,30559,"SEA","Seattle, WA","1345","1351",6.00,6.00,0.00,0.00,0.00,226.00,1709.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",10713,1071302,30713,"BOI","Boise, ID",11884,1188402,31884,"GEG","Spokane, WA","1440","1445",5.00,5.00,0.00,0.00,0.00,50.00,287.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",10821,1082106,30852,"BWI","Baltimore, MD",14747,1474703,30559,"SEA","Seattle, WA","1345","1340",-5.00,0.00,0.00,0.00,0.00,306.00,2335.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11259,1125903,30194,"DAL","Dallas, TX",14747,1474703,30559,"SEA","Seattle, WA","1020","1017",-3.00,0.00,0.00,0.00,0.00,268.00,1670.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11292,1129202,30325,"DEN","Denver, CO",11884,1188402,31884,"GEG","Spokane, WA","0820","0815",-5.00,0.00,0.00,0.00,0.00,126.00,836.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11292,1129202,30325,"DEN","Denver, CO",11884,1188402,31884,"GEG","Spokane, WA","2215","2210",-5.00,0.00,0.00,0.00,0.00,122.00,836.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","2205","2220",15.00,15.00,1.00,0.00,0.00,160.00,1024.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","1715","1715",0.00,0.00,0.00,0.00,0.00,159.00,1024.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11292,1129202,30325,"DEN","Denver, CO",14747,1474703,30559,"SEA","Seattle, WA","1255","1303",8.00,8.00,0.00,0.00,0.00,164.00,1024.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",10713,1071302,30713,"BOI","Boise, ID","1520","1522",2.00,2.00,0.00,0.00,0.00,43.00,287.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",11292,1129202,30325,"DEN","Denver, CO","1135","1130",-5.00,0.00,0.00,0.00,0.00,105.00,836.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",11292,1129202,30325,"DEN","Denver, CO","0615","0613",-2.00,0.00,0.00,0.00,0.00,98.00,836.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",12889,1288903,32211,"LAS","Las Vegas, NV","1735","1726",-9.00,0.00,0.00,0.00,0.00,104.00,806.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",12889,1288903,32211,"LAS","Las Vegas, NV","0600","0557",-3.00,0.00,0.00,0.00,0.00,108.00,806.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",13796,1379608,32457,"OAK","Oakland, CA","1630","1633",3.00,3.00,0.00,0.00,0.00,108.00,723.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",14107,1410702,30466,"PHX","Phoenix, AZ","1525","1521",-4.00,0.00,0.00,0.00,0.00,126.00,1020.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",14831,1483106,32457,"SJC","San Jose, CA","1020","1019",-1.00,0.00,0.00,0.00,0.00,116.00,742.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",11884,1188402,31884,"GEG","Spokane, WA",14893,1489302,33192,"SMF","Sacramento, CA","0915","0910",-5.00,0.00,0.00,0.00,0.00,91.00,649.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",11884,1188402,31884,"GEG","Spokane, WA","1405","1412",7.00,7.00,0.00,0.00,0.00,116.00,806.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",11884,1188402,31884,"GEG","Spokane, WA","2040","2041",1.00,1.00,0.00,0.00,0.00,122.00,806.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",14747,1474703,30559,"SEA","Seattle, WA","1955","2001",6.00,6.00,0.00,0.00,0.00,142.00,867.00,,,,,,
2018,4,11,23,5,2018-11-23,"WN",12889,1288903,32211,"LAS","Las Vegas, NV",14747,1474703,30559,"SEA","Seattle, WA","1010","1007",-3.00,0.00,0.00,0.00,0.00,143.00,867.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13198,1319801,33198,"MCI","Kansas City, MO",14747,1474703,30559,"SEA","Seattle, WA","1050","1051",1.00,1.00,0.00,0.00,0.00,214.00,1489.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13232,1323202,30977,"MDW","Chicago, IL",14747,1474703,30559,"SEA","Seattle, WA","2015","",,,,1.00,0.00,,1733.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13232,1323202,30977,"MDW","Chicago, IL",14747,1474703,30559,"SEA","Seattle, WA","0810","0808",-2.00,0.00,0.00,0.00,0.00,242.00,1733.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",11884,1188402,31884,"GEG","Spokane, WA","1025","1024",-1.00,0.00,0.00,0.00,0.00,111.00,723.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",11884,1188402,31884,"GEG","Spokane, WA","2205","2159",-6.00,0.00,0.00,0.00,0.00,100.00,723.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",11884,1188402,31884,"GEG","Spokane, WA","1735","1740",5.00,5.00,0.00,0.00,0.00,102.00,723.00,0.00,0.00,20.00,0.00,0.00,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",11884,1188402,31884,"GEG","Spokane, WA","1445","1443",-2.00,0.00,0.00,0.00,0.00,104.00,723.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","1220","1312",52.00,52.00,1.00,0.00,0.00,107.00,672.00,0.00,0.00,0.00,0.00,48.00,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","2325","2324",-1.00,0.00,0.00,0.00,0.00,95.00,672.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","1025","1022",-3.00,0.00,0.00,0.00,0.00,110.00,672.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","2040","2041",1.00,1.00,0.00,0.00,0.00,103.00,672.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","2205","",,,,1.00,0.00,,672.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","0645","0652",7.00,7.00,0.00,0.00,0.00,115.00,672.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",13796,1379608,32457,"OAK","Oakland, CA",14747,1474703,30559,"SEA","Seattle, WA","1720","1725",5.00,5.00,0.00,0.00,0.00,103.00,672.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",11884,1188402,31884,"GEG","Spokane, WA","1200","1209",9.00,9.00,0.00,0.00,0.00,139.00,1020.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",14747,1474703,30559,"SEA","Seattle, WA","1155","1150",-5.00,0.00,0.00,0.00,0.00,161.00,1107.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",14747,1474703,30559,"SEA","Seattle, WA","2200","2210",10.00,10.00,0.00,0.00,0.00,163.00,1107.00,,,,,,
2018,4,11,25,7,2018-11-25,"WN",14107,1410702,30466,"PHX","Phoenix, AZ",14747,1474703,30559,"SEA","Seattle, WA","1645","1722",37.00,37.00,1.00,0.00,0.00,164.00,1107.00,30.00,0.00,0.00,0.00,0.00,
