join_time,avg_delay,actual_weather_delay
2017120100,-6.25,0.0
2017120105,-3.4615384615384617,0.0
2017120106,-5.142857142857143,0.0
2017120107,10.714285714285714,0.0
2017120108,4.615384615384615,0.0
2017120109,4.541666666666667,6.125
2017120110,12.555555555555555,0.0
2017120111,5.766666666666667,3.066666666666667
2017120112,6.833333333333333,0.0
2017120113,-2.5416666666666665,0.0
2017120114,6.5,0.0
2017120115,3.6153846153846154,0.0
2017120116,15.222222222222221,0.0
2017120117,-4.809523809523809,0.0
2017120118,-3.7333333333333334,0.0
2017120119,-0.9,0.0
2017120120,-1.3333333333333333,0.0
2017120121,-3.7142857142857144,0.0
2017120122,12.142857142857142,0.0
2017120123,-0.6,1.4
2017120200,-8.8,0.0
2017120205,-7.1,0.0
2017120206,-3.12,0.0
2017120207,1.6451612903225807,0.0
2017120208,5.666666666666667,0.0
2017120209,-4.2105263157894735,0.0
2017120210,-3.111111111111111,0.0
2017120211,5.363636363636363,0.0
2017120212,5.9411764705882355,0.0
2017120213,0.1111111111111111,0.0
2017120214,-2.4444444444444446,0.0
2017120215,-1.0555555555555556,0.0
2017120216,-6.571428571428571,0.0
2017120217,5.133333333333334,0.0
2017120218,-5.5,0.0
2017120219,-6.2631578947368425,0.0
2017120220,-6.0,0.0
2017120221,-6.857142857142857,0.0
2017120222,-5.0,0.0
2017120223,5.333333333333333,0.0
2017120300,-6.5,0.0
2017120305,-1.6666666666666667,0.0
2017120306,-2.857142857142857,0.0
2017120307,-2.272727272727273,0.0
2017120308,-6.153846153846154,0.0
2017120309,-4.45,0.0
2017120310,-5.777777777777778,0.0
2017120311,-0.4,0.0
2017120312,-1.7894736842105263,0.0
2017120313,-3.9545454545454546,0.0
2017120314,-4.833333333333333,0.0
2017120315,0.4074074074074074,0.0
2017120316,6.7272727272727275,0.0
2017120317,3.473684210526316,0.0
2017120318,-1.8571428571428572,0.0
2017120319,0.4,0.0
2017120320,-4.6,0.0
2017120321,-5.0,0.0
2017120322,-4.428571428571429,0.0
2017120323,-5.0,0.0
2017120400,-5.75,0.0
2017120405,-3.357142857142857,0.0
2017120406,-2.607142857142857,0.0
2017120407,-0.4857142857142857,0.2571428571428571
2017120408,10.25,0.0
2017120409,9.458333333333334,0.0
2017120410,5.2631578947368425,0.0
2017120411,3.2758620689655173,0.0
2017120412,6.666666666666667,0.0
2017120413,1.0833333333333333,0.0
2017120414,7.083333333333333,0.0
2017120415,0.07407407407407407,0.0
2017120416,-0.8,0.0
2017120417,0.19047619047619047,0.0
2017120418,14.25,0.0
2017120419,-0.5294117647058824,0.0
2017120420,-4.4,0.0
2017120421,-8.307692307692308,0.0
2017120422,-8.0,0.0
2017120423,-4.0,0.0
2017120500,-8.5,0.0
2017120505,-6.285714285714286,0.0
2017120506,-3.3076923076923075,0.0
2017120507,0.45454545454545453,0.18181818181818182
2017120508,3.1666666666666665,1.5
2017120509,5.458333333333333,0.0
2017120510,-1.736842105263158,0.0
2017120511,1.206896551724138,0.0
2017120512,4.944444444444445,0.0
2017120513,2.2083333333333335,0.0
2017120514,-2.9166666666666665,0.0
2017120515,-5.333333333333333,0.0
2017120516,-2.111111111111111,0.0
2017120517,3.588235294117647,0.0
2017120518,2.7058823529411766,0.8823529411764706
2017120519,0.4,0.0
2017120520,-5.818181818181818,0.0
2017120521,1.1818181818181819,0.0
2017120522,16.0,0.0
2017120523,-2.0833333333333335,0.0
2017120600,-4.0,0.0
2017120605,-5.846153846153846,0.0
2017120606,-4.178571428571429,0.0
2017120607,1.4857142857142858,0.0
2017120608,-4.5,0.0
2017120609,1.5416666666666667,0.0
2017120610,-5.2105263157894735,0.0
2017120611,-4.892857142857143,0.0
2017120612,-1.6666666666666667,0.0
2017120613,-4.478260869565218,0.0
2017120614,10.25,0.0
2017120615,-5.36,0.0
2017120616,-0.125,0.0
2017120617,-5.0,0.0
2017120618,-3.4375,0.0
2017120619,-3.25,0.0
2017120620,-7.3,0.0
2017120621,-3.8333333333333335,3.25
2017120622,5.4,0.0
2017120623,-2.2142857142857144,0.0
2017120700,0.0,0.0
2017120705,-3.3076923076923075,0.0
2017120706,-3.5714285714285716,0.0
2017120707,12.441176470588236,0.0
2017120708,-1.0833333333333333,0.0
2017120709,-1.5833333333333333,0.0
2017120710,-4.555555555555555,0.0
2017120711,-0.2413793103448276,0.0
2017120712,0.05555555555555555,0.0
2017120713,-2.88,0.0
2017120714,20.307692307692307,0.0
2017120715,-2.6666666666666665,0.0
2017120716,-6.2,0.0
2017120717,6.095238095238095,8.285714285714286
2017120718,0.8125,0.0
2017120719,-5.05,0.0
2017120720,-4.818181818181818,0.0
2017120721,66.38461538461539,68.92307692307692
2017120722,14.166666666666666,0.0
2017120723,-1.4666666666666666,0.0
2017120800,-2.0,0.0
2017120805,-2.2857142857142856,0.0
2017120806,-4.071428571428571,0.0
2017120807,-0.3142857142857143,1.2285714285714286
2017120808,0.16666666666666666,1.75
2017120809,11.75,0.0
2017120810,58.31578947368421,0.3684210526315789
2017120811,22.892857142857142,2.3793103448275863
2017120812,13.941176470588236,0.0
2017120813,24.16,0.24
2017120814,28.307692307692307,1.3076923076923077
2017120815,60.38461538461539,41.03846153846154
2017120816,10.444444444444445,1.5555555555555556
2017120817,20.047619047619047,0.0
2017120818,20.846153846153847,8.666666666666666
2017120819,27.36842105263158,1.65
2017120820,93.77777777777777,59.5
2017120821,11.833333333333334,0.0
2017120822,13.5,0.0
2017120823,9.428571428571429,1.0
2017120900,2.6,6.0
2017120905,-1.6363636363636365,0.0
2017120906,9.833333333333334,0.0
2017120907,9.6,0.0
2017120908,15.785714285714286,6.071428571428571
2017120909,20.0,0.5789473684210527
2017120910,40.888888888888886,13.0
2017120911,47.22727272727273,3.9545454545454546
2017120912,28.470588235294116,1.0
2017120913,7.666666666666667,2.5
2017120914,35.77777777777778,0.1111111111111111
2017120915,71.11764705882354,66.82352941176471
2017120916,-1.1428571428571428,0.0
2017120917,-1.6666666666666667,0.0
2017120918,0.9090909090909091,0.0
2017120919,-2.95,0.0
2017120920,-9.666666666666666,0.0
2017120921,3.5,0.0
2017120922,-0.6,0.0
2017120923,5.090909090909091,0.0
2017121000,-8.5,0.0
2017121005,-2.5833333333333335,0.0
2017121006,1.6071428571428572,0.0
2017121007,-0.7575757575757576,0.0
2017121008,-0.8333333333333334,0.0
2017121009,-4.9,0.0
2017121010,7.235294117647059,0.0
2017121011,-1.08,0.0
2017121012,-2.1052631578947367,0.0
2017121013,1.9090909090909092,0.0
2017121014,-5.25,0.0
2017121015,2.740740740740741,0.0
2017121016,-1.9090909090909092,0.0
2017121017,1.5263157894736843,0.0
2017121018,-4.066666666666666,0.0
2017121019,-3.0526315789473686,0.0
2017121020,2.6,0.0
2017121021,-2.357142857142857,0.0
2017121022,8.0,0.0
2017121023,4.266666666666667,0.0
2017121100,-3.25,0.0
2017121105,2.0,0.0
2017121106,-0.5555555555555556,0.0
2017121107,-1.8333333333333333,0.0
2017121108,-3.1666666666666665,2.0833333333333335
2017121109,24.75,13.666666666666666
2017121110,41.10526315789474,3.736842105263158
2017121111,96.62068965517241,16.620689655172413
2017121112,23.38888888888889,1.8333333333333333
2017121113,31.041666666666668,9.416666666666666
2017121114,10.583333333333334,1.4166666666666667
2017121115,31.77777777777778,1.8518518518518519
2017121116,-1.5,0.6
2017121117,3.0476190476190474,0.0
2017121118,21.4375,0.125
2017121119,5.388888888888889,2.111111111111111
2017121120,0.0,0.0
2017121121,0.5384615384615384,3.230769230769231
2017121122,1.3333333333333333,0.0
2017121123,-0.6,0.0
2017121200,-7.0,0.0
2017121205,-3.5,0.0
2017121206,-1.6538461538461537,0.0
2017121207,5.176470588235294,0.0
2017121208,2.0,0.0
2017121209,5.391304347826087,0.75
2017121210,3.0526315789473686,0.0
2017121211,4.689655172413793,0.0
2017121212,-4.277777777777778,0.0
2017121213,-0.4583333333333333,0.0
2017121214,-4.25,0.0
2017121215,-2.0416666666666665,0.0
2017121216,-2.6666666666666665,0.0
2017121217,-5.777777777777778,0.0
2017121218,-3.0,0.0
2017121219,-0.45,0.0
2017121220,-3.7,0.0
2017121221,-9.636363636363637,0.0
2017121222,-9.4,0.0
2017121223,-0.3333333333333333,0.0
2017121300,-8.0,0.0
2017121305,-1.6153846153846154,0.0
2017121306,-2.3703703703703702,0.0
2017121307,1.8055555555555556,0.0
2017121308,-0.08333333333333333,0.0
2017121309,-2.375,0.0
2017121310,-3.2777777777777777,0.0
2017121311,3.7142857142857144,0.0
2017121312,0.6111111111111112,0.0
2017121313,-3.3043478260869565,0.0
2017121314,2.3333333333333335,0.0
2017121315,-0.32,0.0
2017121316,-5.5,0.0
2017121317,-4.714285714285714,0.0
2017121318,1.375,0.0
2017121319,2.2,0.0
2017121320,-5.3,0.0
2017121321,1.0909090909090908,0.0
2017121322,2.0,0.0
2017121323,2.7857142857142856,0.0
2017121400,-5.0,0.0
2017121405,-0.14285714285714285,0.0
2017121406,-1.5925925925925926,0.0
2017121407,5.6,0.0
2017121408,-2.6666666666666665,0.0
2017121409,0.25,0.0
2017121410,-2.7777777777777777,0.0
2017121411,6.448275862068965,0.0
2017121412,-3.2777777777777777,0.0
2017121413,1.9166666666666667,0.0
2017121414,-0.8666666666666667,0.0
2017121415,0.19230769230769232,0.0
2017121416,-1.5,0.0
2017121417,-0.55,0.0
2017121418,6.0,0.8888888888888888
2017121419,-2.3157894736842106,0.0
2017121420,-5.2727272727272725,0.0
2017121421,52.92307692307692,55.53846153846154
2017121422,-1.5,0.0
2017121423,0.5294117647058824,0.0
2017121500,-2.2,0.0
2017121501,5.0,0.0
2017121505,-1.0,0.0
2017121506,1.4074074074074074,0.0
2017121507,2.057142857142857,0.0
2017121508,5.0,0.0
2017121509,-2.4166666666666665,0.0
2017121510,-0.3,0.0
2017121511,8.129032258064516,0.0
2017121512,4.777777777777778,0.0
2017121513,6.222222222222222,0.0
2017121514,5.636363636363637,0.0
2017121515,8.74074074074074,0.0
2017121516,17.444444444444443,0.0
2017121517,1.6818181818181819,0.0
2017121518,10.5,0.0
2017121519,7.3,0.0
2017121520,7.416666666666667,0.0
2017121521,15.222222222222221,0.0
2017121522,32.75,0.0
2017121523,16.19047619047619,0.0
2017121600,0.6,0.0
2017121601,0.0,0.0
2017121605,-4.818181818181818,0.0
2017121606,-2.409090909090909,0.0
2017121607,-0.43333333333333335,0.0
2017121608,9.0,0.9333333333333333
2017121609,1.55,0.0
2017121610,7.631578947368421,0.0
2017121611,1.0416666666666667,0.0
2017121612,7.75,0.0
2017121613,2.652173913043478,0.0
2017121614,8.0,0.0
2017121615,-1.736842105263158,0.0
2017121616,-2.5714285714285716,0.0
2017121617,-0.5,0.0
2017121618,4.1,0.0
2017121619,0.7222222222222222,0.0
2017121620,0.42857142857142855,0.0
2017121621,-1.75,0.0
2017121622,-2.625,0.0
2017121623,2.0588235294117645,0.0
2017121700,31.666666666666668,0.0
2017121701,-5.0,0.0
2017121705,-3.0,0.0
2017121706,-2.3461538461538463,0.0
2017121707,3.264705882352941,0.0
2017121708,-3.5384615384615383,0.0
2017121709,9.25,0.0
2017121710,4.611111111111111,0.0
2017121711,-0.07407407407407407,0.0
2017121712,2.9473684210526314,0.0
2017121713,-1.88,0.0
2017121714,1.4444444444444444,0.0
2017121715,8.481481481481481,0.0
2017121716,2.5454545454545454,0.0
2017121717,9.35,0.0
2017121718,3.6153846153846154,0.0
2017121719,9.571428571428571,0.0
2017121720,0.3076923076923077,0.0
2017121721,13.5625,0.0
2017121722,6.777777777777778,0.0
2017121723,24.842105263157894,0.0
2017121800,-0.6,0.0
2017121801,1.0,0.0
2017121805,-3.25,0.0
2017121806,-1.6666666666666667,0.0
2017121807,1.8571428571428572,0.0
2017121808,7.846153846153846,0.0
2017121809,4.291666666666667,0.0
2017121810,10.7,1.8
2017121811,18.433333333333334,0.0
2017121812,27.88888888888889,0.0
2017121813,18.25925925925926,0.0
2017121814,11.7,0.0
2017121815,25.275862068965516,0.0
2017121816,32.8,0.0
2017121817,13.73913043478261,0.0
2017121818,21.933333333333334,3.066666666666667
2017121819,6.352941176470588,0.0
2017121820,2.533333333333333,0.0
2017121821,0.5625,0.0
2017121822,14.875,0.0
2017121823,8.75,0.0
2017121900,10.25,0.0
2017121901,-6.0,0.0
2017121905,-0.3125,0.0
2017121906,5.037037037037037,0.0
2017121907,1.4285714285714286,0.05714285714285714
2017121908,0.7692307692307693,1.0769230769230769
2017121909,13.666666666666666,4.75
2017121910,19.95,0.7
2017121911,46.233333333333334,5.133333333333334
2017121912,29.88888888888889,1.0555555555555556
2017121913,20.555555555555557,0.0
2017121914,51.4,0.0
2017121915,25.346153846153847,0.0
2017121916,35.5,3.8
2017121917,13.047619047619047,0.2857142857142857
2017121918,15.166666666666666,0.0
2017121919,2.45,0.0
2017121920,1.5,0.0
2017121921,0.23076923076923078,0.0
2017121922,6.142857142857143,0.0
2017121923,13.68421052631579,0.0
2017122000,3.8,0.0
2017122001,-4.0,0.0
2017122005,-1.6470588235294117,0.0
2017122006,-0.5925925925925926,0.0
2017122007,0.7941176470588235,0.0
2017122008,8.461538461538462,0.0
2017122009,1.7307692307692308,0.0
2017122010,8.1,0.0
2017122011,7.133333333333334,0.0
2017122012,3.5,0.0
2017122013,1.8333333333333333,0.0
2017122014,45.3,0.0
2017122015,4.576923076923077,0.0
2017122016,8.363636363636363,0.0
2017122017,8.076923076923077,0.0
2017122018,10.928571428571429,0.0
2017122019,-1.4285714285714286,0.0
2017122020,2.7857142857142856,0.0
2017122021,-0.46153846153846156,0.0
2017122022,6.9,0.0
2017122023,2.05,0.05
2017122100,1.8333333333333333,0.0
2017122101,-6.0,0.0
2017122105,11.823529411764707,0.0
2017122106,4.481481481481482,0.48148148148148145
2017122107,9.137931034482758,4.0
2017122108,11.933333333333334,3.3333333333333335
2017122109,4.966666666666667,0.0
2017122110,6.777777777777778,0.3888888888888889
2017122111,5.53125,0.0
2017122112,4.904761904761905,0.09523809523809523
2017122113,9.565217391304348,0.0
2017122114,22.22222222222222,0.0
2017122115,16.0,0.0
2017122116,10.1,0.0
2017122117,7.8076923076923075,0.0
2017122118,7.133333333333334,0.0
2017122119,11.91304347826087,0.0
2017122120,12.727272727272727,0.0
2017122121,13.6,0.0
2017122122,26.333333333333332,0.0
2017122123,6.9,0.0
2017122200,-3.3333333333333335,0.0
2017122201,-7.0,0.0
2017122205,0.29411764705882354,0.0
2017122206,0.6666666666666666,0.0
2017122207,-0.6451612903225806,0.0
2017122208,3.3076923076923075,0.0
2017122209,3.6451612903225805,0.0
2017122210,3.3157894736842106,0.42105263157894735
2017122211,17.333333333333332,0.3333333333333333
2017122212,15.1,0.55
2017122213,13.625,0.0
2017122214,71.0,0.0
2017122215,23.5,0.0
2017122216,13.222222222222221,0.0
2017122217,11.333333333333334,0.0
2017122218,34.333333333333336,0.0
2017122219,7.695652173913044,0.0
2017122220,10.6,0.0
2017122221,6.611111111111111,0.0
2017122222,8.666666666666666,0.0
2017122223,17.772727272727273,0.0
2017122300,0.6666666666666666,0.0
2017122301,-2.0,0.0
2017122305,4.75,0.0
2017122306,-1.7692307692307692,0.0
2017122307,8.37037037037037,0.8518518518518519
2017122308,-0.11764705882352941,0.0
2017122309,6.966666666666667,0.0
2017122310,9.625,0.0
2017122311,14.466666666666667,0.0
2017122312,5.6,0.0
2017122313,10.5,0.0
2017122314,8.166666666666666,0.0
2017122315,15.0,0.0
2017122316,12.0,0.0
2017122317,3.25,0.0
2017122318,8.0,0.0
2017122319,9.473684210526315,0.0
2017122320,7.1,0.0
2017122321,-2.0,0.0
2017122322,5.181818181818182,0.0
2017122323,12.947368421052632,0.0
2017122400,-4.2,0.0
2017122401,-2.0,0.0
2017122405,-1.1666666666666667,0.0
2017122406,-3.923076923076923,0.0
2017122407,-3.1379310344827585,0.0
2017122408,0.0,0.0
2017122409,0.0,0.0
2017122410,1.4210526315789473,0.0
2017122411,3.230769230769231,0.0
2017122412,4.388888888888889,0.0
2017122413,8.347826086956522,0.0
2017122414,-3.6666666666666665,0.0
2017122415,21.88,22.44
2017122416,0.5,2.75
2017122417,18.0,16.076923076923077
2017122418,75.75,28.0
2017122419,51.72222222222222,32.833333333333336
2017122420,13.625,0.0
2017122421,13.307692307692308,0.0
2017122422,33.2,8.9
2017122423,83.0,1.75
2017122500,32.25,18.0
2017122501,-3.0,0.0
2017122505,5.1,0.0
2017122506,8.782608695652174,6.695652173913044
2017122507,26.653846153846153,11.96551724137931
2017122508,29.785714285714285,23.857142857142858
2017122509,52.30769230769231,33.44444444444444
2017122510,41.04545454545455,13.045454545454545
2017122511,69.04,23.615384615384617
2017122512,51.25,16.647058823529413
2017122513,55.65384615384615,19.96153846153846
2017122514,11.166666666666666,0.0
2017122515,33.88,2.32
2017122516,4.5,0.0
2017122517,19.157894736842106,0.0
2017122518,38.833333333333336,0.0
2017122519,17.77777777777778,0.5
2017122520,9.555555555555555,0.0
2017122521,6.538461538461538,0.0
2017122522,3.1,0.0
2017122523,8.411764705882353,0.0
2017122600,1.6666666666666667,0.0
2017122601,-15.0,0.0
2017122605,-3.0,0.0
2017122606,-0.8888888888888888,0.0
2017122607,0.7333333333333333,0.0
2017122608,4.571428571428571,2.5
2017122609,5.7,0.23333333333333334
2017122610,9.736842105263158,0.42105263157894735
2017122611,16.818181818181817,0.3939393939393939
2017122612,3.380952380952381,0.0
2017122613,10.64,0.0
2017122614,7.0,0.0
2017122615,11.6,0.0
2017122616,1.1818181818181819,0.0
2017122617,16.153846153846153,0.0
2017122618,-2.1875,0.0
2017122619,3.3043478260869565,0.0
2017122620,7.090909090909091,0.0
2017122621,3.2,0.0
2017122622,9.636363636363637,0.0
2017122623,6.15,0.0
2017122700,12.833333333333334,0.0
